"ID","Achievement_Id","Type","Asset_Id","Quantity","Start_Event","Start_Asset","Fail_Event","Fail_Asset","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","Flags","Timer_Start_Event","Timer_Asset_Id","Timer_Time","Ui_Order"
"381","574","0","15990","1","0","0","0","0","Kel'Thuzad","켈투자드","Kel'Thuzad","Kel'Thuzad","克尔苏加德","科爾蘇加德","Kel'Thuzad","Kel'Thuzad","Кел'Тузад","","","","","","","","16712190","2","0","0","0","1"
"382","575","0","15990","1","0","0","0","0","Kel'Thuzad","켈투자드","Kel'Thuzad","Kel'Thuzad","克尔苏加德","科爾蘇加德","Kel'Thuzad","Kel'Thuzad","Кел'Тузад","","","","","","","","16712190","2","0","0","0","1"
"383","576","8","562","0","0","0","0","0","The Arachnid Quarter","거미 지구","Le quartier des Arachnides","Das Arachnidenviertel","蜘蛛区","蜘蛛區","El Arrabal Arácnido","El Arrabal Arácnido","Паучий квартал","","","","","","","","16712190","0","0","0","0","1"
"389","577","8","563","0","0","0","0","0","The Arachnid Quarter","거미 지구","Le quartier des Arachnides","Das Arachnidenviertel","蜘蛛区","蜘蛛區","El Arrabal Arácnido","El Arrabal Arácnido","Паучий квартал","","","","","","","","16712190","0","0","0","0","1"
"406","306","27","8193","1","0","0","0","0","Win the Booty Bay fishing contest","무법항 낚시왕 선발대회 우승","Gagner le concours de pêche de Baie-du-Butin","Gewinnt den Angelwettbewerb der Beutebucht","赢得藏宝海湾钓鱼大赛的胜利","於藏寶海灣釣魚比賽中獲勝","Gana el concurso de pesca de Bahía del Botín","Gana el concurso de pesca de Bahía del Botín","Одержать победу в состязании рыболовов в Пиратской Бухте","","","","","","","","16712190","2","0","0","0","1"
"409","255","0","23682","1","0","0","0","0","Headless Horseman","저주받은 기사","Cavalier sans tête","Kopfloser Reiter","无头骑士","無頭騎士","Jinete decapitado","Jinete decapitado","Всадник без головы","","","","","","","","16712190","2","0","0","0","1"
"414","157","30","123","50","0","0","0","0","Defend 50 bases","거점 방어 50회","Défendre 50 bases","Verteidigt 50 Basen","防守50座基地","守住50座基地","Defiende 50 bases","Defiende 50 bases","Защитить 50 баз","","","","","","","","16712190","1","0","0","0","1"
"416","199","30","42","1","0","0","0","0","Capture the flag","깃발 쟁취","Capturer le drapeau","Erobert die Flagge","夺取旗帜","佔領旗幟","Captura la bandera","Captura la bandera","Захватить флаг","","","","","","","","16712190","2","0","0","0","1"
"417","200","30","44","50","0","0","0","0","Return the flag 50 times","깃발 50회 반환","Ramener le drapeau 50 fois","Bringt 50 mal die Flagge zurück","归还50面旗帜","將旗幟交還達50次","Devuelve la bandera 50 veces","Devuelve la bandera 50 veces","Верните флаг 50 раз","","","","","","","","16712190","1","0","0","0","1"
"418","212","30","183","1","0","0","0","0","Capture the flag","깃발 쟁취","Capturer le drapeau","Erobert die Flagge","夺取旗帜","佔領旗幟","Captura la bandera","Captura la bandera","Захватить флаг","","","","","","","","16712190","2","0","0","0","1"
"419","221","30","63","50","0","0","0","0","Take 50 graveyards","무덤 정령 50회","Prendre 50 cimetières","50 Friedhöfe eingenommen","夺取50处墓地","奪取50次墓地","Toma 50 cementerios","Toma 50 cementerios","Захватите 50 кладбищ","","","","","","","","16712190","1","0","0","0","1"
"420","222","30","64","50","0","0","0","0","50 towers defended","경비탑 방어 50회","50 tours défendues","50 Türme verteidigt","保卫50座哨塔","守住50座哨塔","50 torres defendidas","50 torres defendidas","Защитите 50 башен","","","","","","","","16712190","1","0","0","0","1"
"421","582","30","63","1","3","30","3","30","Assault a graveyard","무덤 공격","Attaquer un cimetière","Greift einen Friedhof an","突袭一座墓地","突襲1座墓地","Asalta un cementerio","Asalta un cementerio","Возьмите штурмом кладбище","","","","","","","","16712190","12","0","0","0","1"
"426","583","30","122","2","3","529","3","529","Assault 2 bases","거점 2개 공격","Attaquer 2 bases","Greift 2 Basen an","突袭2座基地","突襲2座基地","Asalta 2 bases","Asalta 2 bases","Взять штурмом 2 базы","","","","","","","","16712190","12","0","0","0","1"
"431","584","31","3421","5","3","529","3","529","Kill 5 people at the blacksmith","대장간에서 5명 처치","Tuer 5 personnages dans la forge","Tötet 5 Spieler bei der Schmiede","在铁匠铺杀死5人","在鐵匠舖殺死5個人","Mata a 5 personas en la herrería","Mata a 5 personas en la herrería","Убить 5 врагов у Кузницы","","","","","","","","16712190","12","0","0","0","1"
"436","393","30","64","0","0","0","0","0","Alterac Valley towers defended","알터랙 계곡 경비탑 방어","Tours défendues dans la vallée d'Alterac","Türme im Alteractal verteidigt","保卫奥特兰克山谷哨塔","防守奧特蘭克山谷哨塔","Torres defendidas en el Valle de Alterac","Torres defendidas en el Valle de Alterac","Количество защищенных башен в Альтеракской долине","","","","","","","","16712190","0","0","0","0","1"
"437","394","30","61","0","0","0","0","0","Alterac Valley towers captured","알터랙 계곡 경비탑 점령","Tours capturées dans la vallée d'Alterac","Im Alteractal eingenommene Türme","占领奥特兰克山谷哨塔","佔領奧特蘭克山谷哨塔","Torres capturadas en el Valle de Alterac","Torres capturadas en el Valle de Alterac","Количество захваченных башен в Альтеракской долине","","","","","","","","16712190","0","0","0","0","1"
"438","585","30","183","0","0","0","0","0","Eye of the Storm flag captures","폭풍의 눈 깃발 쟁취","Captures de drapeaux dans l'Œil du cyclone","Flaggen im Auge des Sturms erobert","夺取风暴之眼旗帜","奪取暴風之眼旗幟總數","Capturas de banderas en el Ojo de la Tormenta","Capturas de banderas en el Ojo de la Tormenta","Захваты флага на Оке Бури","","","","","","","","16712190","0","0","0","0","1"
"439","395","30","42","0","0","0","0","0","Warsong Gulch flags captured","전쟁노래 협곡 깃발 쟁취","Drapeaux capturés dans le goulet des Chanteguerres","In der Kriegshymnenschlucht eingenommene Flaggen","夺取战歌峡谷旗帜","奪取戰歌峽谷旗幟","Banderas capturadas en la Garganta Grito de Guerra","Banderas capturadas en la Garganta Grito de Guerra","Количество захваченных флагов в Ущелье Песни Войны","","","","","","","","16712190","0","0","0","0","1"
"440","586","30","44","0","0","0","0","0","Warsong Gulch flags returned","전쟁노래 협곡 깃발 회수","Drapeaux protégés dans le goulet des Chanteguerres","Zurückgebrachte Flaggen in der Kriegshymnenschlucht","归还战歌峡谷旗帜","歸還戰歌峽谷旗幟","Banderas devueltas en la Garganta Grito de Guerra","Banderas devueltas en la Garganta Grito de Guerra","Количество возвращенных на базу флагов в Ущелье Песни Войны","","","","","","","","16712190","0","0","0","0","1"
"441","587","31","3870","5","3","566","3","566","Kill 5 people at the Blood Elf Tower","블러드 엘프 경비탑에서 5명 처치","Tuer 5 personnages à la Tour des elfes de sang","Tötet 5 Leute beim Blutelfenturm","在血精灵塔杀死5人","在血精靈哨塔殺死5個人","Mata a 5 personas en la Torre de los Elfos de Sangre","Mata a 5 personas en la Torre de los Elfos de Sangre","Убить 5 врагов у Башни эльфов крови","","","","","","","","16712190","12","0","0","0","1"
"447","595","39","3","0","0","0","0","0","Highest 3 man personal rating","최고 3인 개인 평점","Plus haute cote personnelle en équipe de 3","Höchste persönliche 3-Spieler-Wertung","最高的3人战队个人等级","最高3v3個人積分","Mayor índice personal en grupos de 3 personas","Mayor índice personal en grupos de 3 personas","Наивысший личный рейтинг (3 на 3)","","","","","","","","16712190","0","0","0","0","1"
"448","374","38","2","0","0","0","0","0","","","","","","","","","","","","","","","","","16712191","0","0","0","0","1"
"449","590","38","3","0","0","0","0","0","Highest 3 man team rating","최고 3인 팀 평점","Plus haute cote d'équipe de 3","Höchste 3-Spieler-Teamwertung","最高的3人战队等级","最高3v3隊伍積分","Mayor índice de equipo en grupos de 3 personas","Mayor índice de equipo en grupos de 3 personas","Наивысший командный рейтинг (3 на 3)","","","","","","","","16712190","0","0","0","0","1"
"450","589","38","5","0","0","0","0","0","Highest 5 man team rating","최고 5인 팀 평점","Plus haute cote d'équipe de 5","Höchste 5-Spieler-Teamwertung","最高的5人战队等级","最高5v5隊伍積分","Mayor índice de equipo en grupos de 5 personas","Mayor índice de equipo en grupos de 5 personas","Наивысший командный рейтинг (5 на 5)","","","","","","","","16712190","0","0","0","0","1"
"451","370","39","2","0","0","0","0","0","Highest 2 man personal rating","최고 2인 개인 평점","Plus haute cote personnelle en équipe de 2","Höchste persönliche 2-Spieler-Wertung","最高的2人战队个人等级","最高2v2個人積分","Mayor índice personal en grupos de 2 personas","Mayor índice personal en grupos de 2 personas","Наивысший личный рейтинг (2 на 2)","","","","","","","","16712190","0","0","0","0","1"
"452","596","39","5","0","0","0","0","0","Highest 5 man personal rating","최고 5인 개인 평점","Plus haute cote personnelle en équipe de 5","Höchste persönliche 5-Spieler-Wertung","最高的5人战队个人等级","最高5v5個人積分","Mayor índice personal en grupos de 5 personas","Mayor índice personal en grupos de 5 personas","Наивысший личный рейтинг (5 на 5)","","","","","","","","16712190","0","0","0","0","1"
"455","594","20","448","0","0","0","0","0","Deaths from Hogger","들창코에게 죽은 횟수","Morts par Lardeur","Tode durch Hogger","被霍格杀死","死於霍格的次數","Muertes contra Hogger","Muertes contra Hogger","Смерти от Дробителя","","","","","","","","16712190","0","0","0","0","1"
"456","58","20","11946","0","0","0","0","0","Killed by Drek'Thar","드렉타르에게 죽음","Tué par Drek'Thar","Von Drek'Thar getötet","被德雷克塔尔杀死","死於德雷克塔爾的次數","Asesinado por Drek'Thar","Asesinado por Drek'Thar","Смертей от Дрек'Тара","","","","","","","","16712190","0","0","0","0","1"
"472","605","36","21100","1","0","0","0","0","Receive a Coin of Ancestry.","선조의 주화 획득","Recevoir une pièce des ancêtres","Erhaltet eine Münze der Urahnen.","获得一枚先祖硬币","獲得一枚先祖硬幣。","Recibe una moneda de linaje","Recibe una moneda de linaje","Получите Монету Наследия.","","","","","","","","16712190","2","0","0","0","1"
"473","606","36","21100","5","0","0","0","0","Receive 5 Coins of Ancestry","선조의 주화 5개 획득","Recevoir 5 pièces des ancêtres","Erhaltet 5 Münzen der Urahnen","获得5枚先祖硬币","獲得5枚先祖硬幣","Recibe 5 monedas de linaje","Recibe 5 monedas de linaje","Собрать 5 монет наследия","","","","","","","","16712190","1","0","0","0","1"
"474","607","36","21100","10","0","0","0","0","Receive 10 Coins of Ancestry","선조의 주화 10개 획득","Recevoir 10 pièces des ancêtres","Erhaltet 10 Münzen der Urahnen","获得10枚先祖硬币","獲得10枚先祖硬幣","Recibe 10 monedas de linaje","Recibe 10 monedas de linaje","Соберите 10 монет наследия","","","","","","","","16712190","1","0","0","0","1"
"475","608","36","21100","25","0","0","0","0","Receive 25 Coins of Ancestry","선조의 주화 25개 획득","Recevoir 25 pièces des ancêtres","Erhaltet 25 Münzen der Urahnen","获得25枚先祖硬币","獲得25枚先祖硬幣","Recibe 25 monedas de linaje","Recibe 25 monedas de linaje","Получите 25 монет наследия","","","","","","","","16712190","1","0","0","0","1"
"476","609","36","21100","50","0","0","0","0","Receive 50 Coins of Ancestry","선조의 주화 50개 획득","Recevoir 50 pièces des ancêtres","Erhaltet 50 Münzen der Urahnen","获得50枚先祖硬币","獲得50枚先祖硬幣","Recibe 50 monedas de linaje","Recibe 50 monedas de linaje","Собрать 50 монет наследия","","","","","","","","16712190","1","0","0","0","1"
"477","263","0","25740","1","0","0","0","0","Ahune","아훈","Ahune","Ahune","埃霍恩","艾胡恩","Ahune","Ahune","Ахун","","","","","","","","16712190","2","0","0","0","1"
"478","273","27","8762","1","0","0","0","0","Metzen saved","멧젠 구출","Metzen sauvé","Metzen gerettet","拯救梅森","拯救梅特森","Metzen salvado","Metzen salvado","Метцен спасен","","","","","","","","16712190","2","0","0","0","1"
"480","610","0","4949","1","0","0","0","0","Thrall","스랄","Thrall","Thrall","萨尔","索爾","Thrall","Thrall","Тралл","","","","","","","","16712190","2","0","0","0","1"
"481","611","0","3057","1","0","0","0","0","Cairne Bloodhoof","케른 블러드후프","Cairne Sabot-de-sang","Cairne Bluthuf","凯恩·血蹄","凱恩·血蹄","Cairne Pezuña de Sangre","Cairne Pezuña de Sangre","Кэрн Кровавое Копыто","","","","","","","","16712190","2","0","0","0","1"
